shipment_id,order_id,shipment_timestamp,delivery_timestamp,shipment_status,carrier,shipping_country
SHP00001848,ORD00001100,2023-07-31 05:20:47,2023-08-01 05:20:47,delivered,Correos,CO
SHP00001849,ORD00001248,2026-03-03 01:26:06,2026-03-10 01:26:06,delivered,FedEx,BR
SHP00001850,ORD00000978,2025-09-24 01:14:10,2025-09-29 01:14:10,delivered,UPS,CA
SHP00001851,ORD00006558,2024-02-21 13:15:44,2024-02-22 13:15:44,delivered,Servientrega,AR
SHP00001852,ORD00004280,2023-08-10 18:07:42,2023-08-16 18:07:42,delivered,UPS,CA
SHP00001853,ORD00001830,2025-05-12 14:20:38,2025-05-17 14:20:38,delivered,UPS,US
SHP00001854,ORD00001426,2024-12-18 17:04:52,2024-12-19 17:04:52,delivered,Servientrega,ES
SHP00001855,ORD00004395,2026-03-01 03:46:59,2026-03-07 03:46:59,delivered,Correos,MX
SHP00001856,ORD00004755,2024-10-22 18:08:18,2024-10-24 18:08:18,delivered,DHL,CL
SHP00001857,ORD00004985,2024-04-24 08:34:44,2024-04-26 08:34:44,delivered,Correos,ES
SHP00001858,ORD00007555,2023-06-05 05:53:22,2023-06-10 05:53:22,delivered,DHL,MX
SHP00001859,ORD00004168,2024-11-06 06:53:07,2024-11-09 06:53:07,delivered,FedEx,ES
SHP00001860,ORD00013987,2025-07-20 05:51:24,2025-07-25 05:51:24,delivered,USPS,US
SHP00001861,ORD00006800,2025-01-14 22:53:31,2025-01-19 22:53:31,delivered,USPS,US
SHP00001862,ORD00009850,2023-10-15 15:36:25,2023-10-20 15:36:25,delivered,DHL,AR
SHP00001863,ORD00011138,2026-01-25 13:13:12,2026-01-30 13:13:12,delivered,FedEx,ES
SHP00001864,ORD00002635,2024-10-02 05:41:48,2024-10-08 05:41:48,delivered,USPS,MX
SHP00001865,ORD00002757,2025-02-16 09:54:56,,shipped,USPS,CA
SHP00001866,ORD00002604,2024-05-10 04:29:23,2024-05-14 04:29:23,delivered,Correos,AR
SHP00001867,ORD00007053,2023-07-20 16:57:56,2023-07-23 16:57:56,delivered,DHL,CL
SHP00001868,ORD00012641,2024-04-10 12:32:22,,shipped,UPS,CO
SHP00001869,ORD00005356,2024-12-01 08:58:30,2024-12-09 08:58:30,delivered,USPS,BR
SHP00001870,ORD00003147,2026-02-06 14:44:33,2026-02-08 14:44:33,delivered,Correos,CO
SHP00001871,ORD00003067,2024-04-11 00:47:43,2024-04-15 00:47:43,delivered,Servientrega,CA
SHP00001872,ORD00006767,2026-01-08 03:31:33,2026-01-16 03:31:33,delivered,UPS,BR
SHP00001873,ORD00000022,2025-02-06 23:32:00,,delayed,FedEx,ES
SHP00001874,ORD00008793,2025-07-06 19:49:21,2025-07-07 19:49:21,delivered,Servientrega,ES
SHP00001875,ORD00001625,2023-07-29 23:13:34,2023-08-06 23:13:34,delivered,DHL,AR
SHP00001876,ORD00010131,2025-08-09 00:33:06,2025-08-15 00:33:06,delivered,Servientrega,US
SHP00001877,ORD00003575,2025-10-15 06:40:19,2025-10-23 06:40:19,delivered,DHL,CO
SHP00001878,ORD00004255,2024-08-09 00:23:38,2024-08-11 00:23:38,delivered,Correos,US
SHP00001879,ORD00010093,2023-03-01 00:50:37,,shipped,USPS,CA
SHP00001880,ORD00006636,2023-11-27 18:07:52,2023-11-29 18:07:52,delivered,UPS,BR
SHP00001881,ORD00009268,2023-06-28 18:59:50,2023-07-06 18:59:50,delivered,UPS,CO
SHP00001882,ORD00010047,2026-02-24 14:55:07,2026-03-03 14:55:07,delivered,USPS,US
SHP00001883,ORD00007701,2023-11-01 00:29:11,,shipped,Servientrega,ES
SHP00001884,ORD00013048,2023-10-01 00:28:54,2023-10-07 00:28:54,delivered,UPS,CA
SHP00001885,ORD00001722,2024-08-14 08:59:59,2024-08-15 08:59:59,delivered,DHL,US
SHP00001886,ORD00000349,2025-05-13 11:30:00,2025-05-14 11:30:00,delivered,Servientrega,CL
SHP00001887,ORD00007395,2024-04-07 05:16:26,2024-04-14 05:16:26,delivered,DHL,BR
SHP00001888,ORD00011369,2023-03-14 01:34:10,2023-03-23 01:34:10,delayed,Correos,CL
SHP00001889,ORD00013370,2025-08-25 15:52:49,2025-08-27 15:52:49,delivered,FedEx,US
SHP00001890,ORD00002162,2025-11-11 19:29:18,2025-11-16 19:29:18,delivered,DHL,BR
SHP00001891,ORD00011593,2023-08-18 20:12:41,2023-08-21 20:12:41,delivered,Servientrega,CA
SHP00001892,ORD00005942,2026-02-16 04:49:58,2026-02-23 04:49:58,delivered,Servientrega,ES
SHP00001893,ORD00014048,2026-01-28 19:26:12,2026-01-31 19:26:12,delivered,Correos,CL
SHP00001894,ORD00005775,2024-02-16 00:55:43,,delayed,FedEx,CL
SHP00001895,ORD00005768,2024-07-19 11:57:43,2024-07-25 11:57:43,delivered,FedEx,BR
SHP00001896,ORD00007535,2025-09-19 12:45:35,,shipped,Servientrega,CO
SHP00001897,ORD00002810,2024-10-19 23:17:48,2024-10-24 23:17:48,delivered,Correos,AR
SHP00001898,ORD00002805,2024-11-24 03:17:48,2024-11-28 03:17:48,delivered,DHL,CA
SHP00001899,ORD00004919,2023-08-20 08:41:54,2023-08-26 08:41:54,delivered,USPS,MX
SHP00001900,ORD00001826,2024-06-15 20:27:35,2024-06-17 20:27:35,delivered,UPS,MX
SHP00001901,ORD00007495,2023-11-02 13:55:15,2023-11-05 13:55:15,delivered,DHL,AR
SHP00001902,ORD00013159,2024-06-10 08:50:33,2024-06-16 08:50:33,delayed,Servientrega,AR
SHP00001903,ORD00000288,2023-02-08 19:05:46,2023-02-10 19:05:46,delivered,Servientrega,US
SHP00001904,ORD00004627,2025-11-29 10:55:58,2025-12-07 10:55:58,delayed,USPS,MX
SHP00001905,ORD00012559,2025-06-22 08:05:27,2025-06-27 08:05:27,delivered,UPS,MX
SHP00001906,ORD00002278,2023-08-07 18:49:00,2023-08-10 18:49:00,delivered,Servientrega,ES
SHP00001907,ORD00013776,2025-05-06 17:33:50,2025-05-19 17:33:50,delayed,Correos,BR
SHP00001908,ORD00006703,2023-09-17 19:02:11,2023-09-24 19:02:11,delivered,UPS,CL
SHP00001909,ORD00007909,2023-04-29 20:32:46,2023-05-06 20:32:46,delivered,DHL,CO
SHP00001910,ORD00007515,2024-02-10 06:21:05,2024-02-17 06:21:05,delivered,FedEx,AR
SHP00001911,ORD00005544,2025-06-21 19:59:12,2025-06-26 19:59:12,delivered,Correos,AR
SHP00001912,ORD00008801,2024-12-27 16:45:09,2024-12-31 16:45:09,delivered,Servientrega,CA
SHP00001913,ORD00013206,2023-11-29 12:32:50,2023-11-30 12:32:50,delivered,FedEx,MX
SHP00001914,ORD00000514,2023-06-19 07:47:14,2023-06-27 07:47:14,delivered,USPS,CO
SHP00001915,ORD00014355,2024-07-12 09:49:38,,shipped,USPS,AR
SHP00001916,ORD00006285,2025-11-10 15:52:05,2025-11-12 15:52:05,delivered,UPS,ES
SHP00001917,ORD00002615,2023-04-15 09:20:59,2023-04-23 09:20:59,delivered,UPS,CL
SHP00001918,ORD00010522,2026-01-28 13:50:00,2026-02-02 13:50:00,delivered,FedEx,AR
SHP00001919,ORD00010559,2024-08-14 23:54:17,2024-08-19 23:54:17,delivered,USPS,US
SHP00001920,ORD00003649,2024-04-27 18:20:04,2024-04-30 18:20:04,delivered,Correos,MX
SHP00001921,ORD00009350,2025-08-13 00:26:48,2025-08-26 00:26:48,delayed,UPS,CL
SHP00001922,ORD00002674,2023-12-02 09:54:18,,delayed,Servientrega,BR
SHP00001923,ORD00010069,2025-10-25 13:59:53,,shipped,USPS,MX
SHP00001924,ORD00005215,2024-04-08 22:24:39,2024-04-15 22:24:39,delivered,FedEx,MX
SHP00001925,ORD00012074,2025-05-12 19:31:29,2025-05-22 19:31:29,delayed,Servientrega,ES
SHP00001926,ORD00009597,2023-07-11 20:47:33,2023-07-17 20:47:33,delivered,DHL,CO
SHP00001927,ORD00005954,2023-06-16 21:25:11,2023-06-24 21:25:11,delivered,FedEx,ES
SHP00001928,ORD00004450,2024-05-18 00:35:37,2024-05-24 00:35:37,delivered,FedEx,MX
SHP00001929,ORD00001527,2023-06-01 11:13:38,2023-06-05 11:13:38,delivered,Servientrega,ES
SHP00001930,ORD00002579,2023-08-14 04:41:36,2023-08-19 04:41:36,delivered,USPS,MX
SHP00001931,ORD00006264,2024-08-24 17:35:41,2024-09-06 17:35:41,delayed,UPS,CO
SHP00001932,ORD00009465,2025-06-30 18:30:48,2025-07-02 18:30:48,delivered,USPS,BR
SHP00001933,ORD00009987,2023-06-11 14:01:52,2023-06-16 14:01:52,delivered,FedEx,CA
SHP00001934,ORD00008151,2025-05-16 21:59:17,2025-05-18 21:59:17,delivered,USPS,US
SHP00001935,ORD00004216,2023-07-31 12:38:13,2023-08-07 12:38:13,delivered,DHL,US
SHP00001936,ORD00006353,2024-06-29 01:28:34,,shipped,DHL,CA
SHP00001937,ORD00004996,2025-06-11 03:41:38,2025-06-17 03:41:38,delivered,Servientrega,US
SHP00001938,ORD00008374,2025-02-03 22:14:21,2025-02-11 22:14:21,delivered,DHL,CL
SHP00001939,ORD00012079,2025-02-06 08:11:26,2025-02-10 08:11:26,delivered,UPS,ES
SHP00001940,ORD00004071,2023-06-18 07:48:40,,shipped,Servientrega,BR
SHP00001941,ORD00009937,2024-09-26 12:33:07,2024-09-30 12:33:07,delivered,Servientrega,BR
SHP00001942,ORD00004259,2025-03-30 17:26:08,2025-04-01 17:26:08,delivered,DHL,ES
SHP00001943,ORD00003720,2023-05-03 07:35:22,2023-05-11 07:35:22,delivered,Correos,AR
SHP00001944,ORD00006180,2023-06-29 03:43:23,2023-07-03 03:43:23,delivered,DHL,AR
SHP00001945,ORD00001346,2023-03-31 01:55:56,2023-04-06 01:55:56,delivered,Servientrega,MX
SHP00001946,ORD00012063,2024-08-27 20:19:30,2024-08-29 20:19:30,delivered,Servientrega,CO
SHP00001947,ORD00004529,2023-08-19 22:02:23,2023-08-27 22:02:23,delayed,Servientrega,BR
SHP00001948,ORD00013781,2023-12-30 22:34:31,2024-01-01 22:34:31,delivered,DHL,BR
SHP00001949,ORD00013706,2025-02-16 14:17:32,2025-02-17 14:17:32,delivered,DHL,BR
SHP00001950,ORD00011752,2025-07-27 10:43:13,,shipped,Correos,ES
SHP00001951,ORD00013889,2025-02-19 18:02:27,,shipped,FedEx,CA
SHP00001952,ORD00003261,2024-02-11 11:13:36,,shipped,DHL,MX
SHP00001953,ORD00003840,2024-10-24 10:29:28,2024-10-30 10:29:28,delivered,DHL,US
SHP00001954,ORD00010338,2023-06-16 07:47:29,,shipped,UPS,AR
SHP00001955,ORD00000917,2025-12-08 14:39:21,2025-12-10 14:39:21,delivered,FedEx,CO
SHP00001956,ORD00007101,2024-03-03 12:09:34,2024-03-09 12:09:34,delivered,USPS,CO
SHP00001957,ORD00009675,2025-03-31 23:37:30,2025-04-08 23:37:30,delivered,Servientrega,CA
SHP00001958,ORD00006310,2025-01-04 00:02:32,2025-01-12 00:02:32,delivered,FedEx,AR
SHP00001959,ORD00010097,2026-02-08 16:49:52,2026-02-19 16:49:52,delayed,Servientrega,CL
SHP00001960,ORD00011898,2025-09-16 08:39:05,2025-09-20 08:39:05,delivered,USPS,US
SHP00001961,ORD00003540,2024-12-24 13:53:35,,shipped,Servientrega,ES
SHP00001962,ORD00008849,2024-02-22 15:25:40,2024-02-28 15:25:40,delivered,Correos,MX
SHP00001963,ORD00006894,2025-03-06 12:19:25,2025-03-07 12:19:25,delivered,USPS,MX
SHP00001964,ORD00005385,2024-04-20 06:51:07,,shipped,Correos,US
SHP00001965,ORD00008958,2024-03-30 05:14:22,2024-04-06 05:14:22,delivered,FedEx,MX
SHP00001966,ORD00005490,2023-08-17 16:27:35,2023-08-24 16:27:35,delivered,Correos,AR
SHP00001967,ORD00009521,2023-02-13 15:37:50,,shipped,Correos,CL
SHP00001968,ORD00007363,2025-09-13 19:19:57,,shipped,Correos,CL
SHP00001969,ORD00014484,2024-05-24 14:02:18,2024-05-29 14:02:18,delivered,FedEx,ES
SHP00001970,ORD00001046,2025-06-10 01:14:01,2025-06-17 01:14:01,delivered,DHL,CA
SHP00001971,ORD00009160,2023-01-10 05:45:23,,shipped,FedEx,US
SHP00001972,ORD00002085,2023-07-28 08:20:13,2023-08-02 08:20:13,delivered,DHL,US
SHP00001973,ORD00010000,2025-11-05 06:13:37,2025-11-12 06:13:37,delivered,USPS,CL
SHP00001974,ORD00014600,2024-03-15 03:14:31,2024-03-21 03:14:31,delivered,DHL,BR
SHP00001975,ORD00014582,2023-03-01 21:00:15,2023-03-04 21:00:15,delivered,DHL,MX
SHP00001976,ORD00000103,2025-02-14 17:47:31,2025-02-17 17:47:31,delivered,Servientrega,ES
SHP00001977,ORD00013087,2023-03-20 12:55:44,2023-03-21 12:55:44,delivered,DHL,US
SHP00001978,ORD00008837,2024-11-14 18:39:22,2024-11-17 18:39:22,delivered,USPS,US
SHP00001979,ORD00004938,2024-04-15 05:18:20,2024-04-21 05:18:20,delivered,Servientrega,CO
SHP00001980,ORD00007580,2024-09-06 10:16:43,2024-09-12 10:16:43,delivered,Correos,CL
SHP00001981,ORD00011541,2024-05-12 09:06:16,,shipped,FedEx,CL
SHP00001982,ORD00009524,2026-01-28 08:45:00,2026-02-03 08:45:00,delivered,FedEx,AR
SHP00001983,ORD00008900,2024-01-22 13:37:31,2024-01-28 13:37:31,delivered,FedEx,MX
SHP00001984,ORD00000241,2025-11-28 13:22:00,2025-11-29 13:22:00,delivered,Correos,AR
SHP00001985,ORD00011231,2023-02-18 18:02:33,,shipped,Servientrega,CL
SHP00001986,ORD00000065,2026-02-06 22:54:45,2026-02-09 22:54:45,delivered,USPS,MX
SHP00001987,ORD00004629,2026-01-15 14:35:03,2026-01-17 14:35:03,delivered,USPS,CL
SHP00001988,ORD00013855,2023-02-06 03:50:59,2023-02-16 03:50:59,delayed,Correos,US
SHP00001989,ORD00006128,2025-12-30 08:14:44,,shipped,USPS,AR
SHP00001990,ORD00011721,2023-12-05 01:05:46,2023-12-06 01:05:46,delivered,FedEx,CL
SHP00001991,ORD00003075,2025-07-16 05:40:22,2025-07-24 05:40:22,delivered,DHL,US
SHP00001992,ORD00012717,2025-04-05 07:42:19,,shipped,UPS,CL
SHP00001993,ORD00012929,2025-07-25 06:47:32,,shipped,UPS,AR
SHP00001994,ORD00010329,2024-07-23 21:26:02,2024-07-24 21:26:02,delivered,DHL,AR
SHP00001995,ORD00006044,2025-01-25 03:05:13,,shipped,UPS,AR
SHP00001996,ORD00003404,2025-07-12 13:24:38,2025-07-16 13:24:38,delivered,Correos,BR
SHP00001997,ORD00006516,2025-12-01 23:22:48,2025-12-09 23:22:48,delivered,DHL,BR
SHP00001998,ORD00000502,2024-10-03 01:29:53,2024-10-04 01:29:53,delivered,Servientrega,CO
SHP00001999,ORD00006066,2025-09-01 20:22:14,2025-09-02 20:22:14,delivered,Servientrega,CL
SHP00002000,ORD00012838,2025-08-20 05:30:42,2025-08-23 05:30:42,delivered,DHL,MX
SHP00002001,ORD00013927,2023-09-04 09:15:43,2023-09-06 09:15:43,delivered,USPS,BR
SHP00002002,ORD00007962,2023-09-08 23:21:50,2023-09-09 23:21:50,delivered,DHL,US
SHP00002003,ORD00012236,2025-11-03 12:12:43,2025-11-10 12:12:43,delivered,Correos,CL
SHP00002004,ORD00008226,2025-08-17 02:57:03,2025-08-18 02:57:03,delivered,FedEx,US
SHP00002005,ORD00010420,2024-01-21 21:52:18,2024-01-25 21:52:18,delivered,USPS,ES
SHP00002006,ORD00003797,2024-01-06 04:29:37,2024-01-07 04:29:37,delivered,Correos,ES
SHP00002007,ORD00014447,2023-01-25 15:00:05,2023-01-30 15:00:05,delivered,FedEx,CA
SHP00002008,ORD00013002,2025-02-21 14:13:46,2025-02-22 14:13:46,delivered,Servientrega,MX
SHP00002009,ORD00005889,2023-09-17 05:40:17,2023-09-23 05:40:17,delivered,Correos,CO
SHP00002010,ORD00009070,2023-12-26 03:22:14,2023-12-28 03:22:14,delivered,FedEx,CL
SHP00002011,ORD00007397,2023-10-07 06:53:41,,shipped,Correos,CL
SHP00002012,ORD00013010,2025-07-22 19:00:51,2025-07-29 19:00:51,delivered,Servientrega,CA
SHP00002013,ORD00008536,2025-01-30 04:02:11,2025-02-03 04:02:11,delivered,UPS,AR
SHP00002014,ORD00008204,2025-07-13 06:16:03,,shipped,FedEx,CL
SHP00002015,ORD00000436,2024-07-12 04:52:02,2024-07-15 04:52:02,delivered,Correos,CO
SHP00002016,ORD00010446,2025-11-16 23:02:58,2025-11-23 23:02:58,delivered,Servientrega,US
SHP00002017,ORD00002928,2025-03-01 06:02:23,2025-03-08 06:02:23,delivered,USPS,US
SHP00002018,ORD00013754,2023-03-27 12:07:35,,shipped,FedEx,CL
SHP00002019,ORD00002551,2026-02-01 02:25:02,,shipped,UPS,CA
SHP00002020,ORD00000357,2026-02-04 16:54:21,,shipped,Servientrega,ES
SHP00002021,ORD00007852,2023-08-21 17:14:31,2023-08-24 17:14:31,delivered,FedEx,ES
SHP00002022,ORD00001140,2025-03-25 04:45:57,,shipped,UPS,BR
SHP00002023,ORD00005539,2025-03-01 18:35:33,2025-03-04 18:35:33,delivered,Servientrega,AR
SHP00002024,ORD00011089,2025-05-18 10:48:40,2025-05-24 10:48:40,delivered,FedEx,CL
SHP00002025,ORD00008805,2023-03-25 10:19:37,2023-03-28 10:19:37,delivered,Correos,MX
SHP00002026,ORD00009463,2025-11-19 20:40:26,2025-11-24 20:40:26,delivered,USPS,CL
SHP00002027,ORD00007841,2025-06-07 21:21:34,2025-06-13 21:21:34,delivered,FedEx,AR
SHP00002028,ORD00011130,2024-08-25 11:19:58,2024-09-01 11:19:58,delivered,Servientrega,CL
SHP00002029,ORD00003004,2024-10-31 13:40:28,,delayed,Servientrega,AR
SHP00002030,ORD00011290,2024-07-26 01:20:57,2024-07-28 01:20:57,delivered,Correos,CO
SHP00002031,ORD00005434,2024-10-19 14:59:01,,shipped,Servientrega,CO
SHP00002032,ORD00013124,2025-08-06 07:43:23,2025-08-11 07:43:23,delivered,USPS,CL
SHP00002033,ORD00003650,2023-11-13 12:22:33,2023-11-15 12:22:33,delivered,Correos,CL
SHP00002034,ORD00012171,2023-01-24 07:50:43,2023-01-26 07:50:43,delivered,Correos,AR
SHP00002035,ORD00007084,2023-05-24 10:55:58,2023-05-30 10:55:58,delivered,UPS,CL
SHP00002036,ORD00000361,2023-09-09 01:48:48,,shipped,Servientrega,BR
SHP00002037,ORD00001917,2023-05-20 09:40:04,2023-05-28 09:40:04,delivered,UPS,US
SHP00002038,ORD00000878,2023-05-07 02:56:01,2023-05-11 02:56:01,delivered,UPS,CO
SHP00002039,ORD00002119,2025-06-12 17:51:03,,shipped,Servientrega,MX
SHP00002040,ORD00014874,2025-03-27 14:34:19,2025-04-03 14:34:19,delivered,DHL,CO
SHP00002041,ORD00011961,2025-05-03 21:33:43,,shipped,DHL,MX
SHP00002042,ORD00004374,2024-11-17 02:24:18,2024-11-19 02:24:18,delivered,Servientrega,CO
SHP00002043,ORD00002212,2025-09-24 21:37:44,2025-09-29 21:37:44,delivered,FedEx,CL
SHP00002044,ORD00000665,2023-10-15 16:41:53,2023-10-22 16:41:53,delivered,Correos,BR
SHP00002045,ORD00001383,2026-01-06 16:37:27,2026-01-14 16:37:27,delivered,FedEx,BR
SHP00002046,ORD00012904,2024-07-12 08:11:40,,shipped,FedEx,ES
SHP00002047,ORD00006907,2025-04-07 22:43:38,,shipped,UPS,ES
SHP00002048,ORD00002933,2024-12-29 13:43:34,2025-01-04 13:43:34,delivered,UPS,CO
SHP00002049,ORD00002653,2023-05-22 05:17:12,2023-05-29 05:17:12,delayed,Servientrega,MX
SHP00002050,ORD00011266,2024-05-27 02:48:57,,shipped,Servientrega,CA
SHP00002051,ORD00005617,2025-04-13 09:45:49,2025-04-15 09:45:49,delivered,UPS,MX
SHP00002052,ORD00003465,2024-07-16 03:23:20,2024-07-20 03:23:20,delivered,USPS,ES
SHP00002053,ORD00005107,2024-08-18 06:59:03,2024-08-22 06:59:03,delivered,FedEx,CL
SHP00002054,ORD00003760,2023-06-15 09:41:26,2023-06-17 09:41:26,delivered,Servientrega,ES
SHP00002055,ORD00003935,2025-10-17 03:19:07,2025-10-24 03:19:07,delivered,Correos,US
SHP00002056,ORD00014851,2023-04-25 13:23:17,2023-04-30 13:23:17,delivered,FedEx,US
SHP00002057,ORD00010572,2023-08-11 00:37:59,,shipped,UPS,MX
SHP00002058,ORD00013758,2023-08-28 12:24:23,2023-09-02 12:24:23,delivered,USPS,US
SHP00002059,ORD00007422,2023-12-05 18:52:27,2023-12-11 18:52:27,delivered,Correos,US
SHP00002060,ORD00002172,2024-10-30 05:35:33,,delayed,FedEx,CL
SHP00002061,ORD00004958,2023-06-06 01:22:42,2023-06-14 01:22:42,delivered,Correos,CL
SHP00002062,ORD00003643,2023-11-18 23:07:15,,shipped,Servientrega,AR
SHP00002063,ORD00007235,2025-04-06 16:16:15,2025-04-14 16:16:15,delivered,Servientrega,ES
SHP00002064,ORD00010035,2025-08-02 13:44:18,,shipped,DHL,ES
SHP00002065,ORD00011325,2025-12-28 02:23:19,2025-12-29 02:23:19,delivered,USPS,ES
SHP00002066,ORD00006497,2024-09-12 07:15:16,2024-09-19 07:15:16,delivered,DHL,CL
SHP00002067,ORD00014143,2025-06-26 02:05:39,2025-06-29 02:05:39,delivered,Correos,ES
SHP00002068,ORD00012684,2025-06-04 10:41:48,2025-06-09 10:41:48,delivered,Servientrega,BR
SHP00002069,ORD00006910,2025-08-07 22:48:07,2025-08-09 22:48:07,delivered,DHL,AR
SHP00002070,ORD00011892,2025-11-16 09:01:31,2025-11-22 09:01:31,delivered,UPS,MX
SHP00002071,ORD00011052,2023-01-11 07:08:36,2023-01-18 07:08:36,delivered,UPS,CO
SHP00002072,ORD00011573,2023-01-06 21:00:16,,shipped,Servientrega,MX
SHP00002073,ORD00012796,2025-02-12 06:20:43,2025-02-19 06:20:43,delivered,USPS,MX
SHP00002074,ORD00005767,2025-08-16 20:15:53,2025-08-29 20:15:53,delayed,UPS,ES
SHP00002075,ORD00007194,2024-02-16 09:04:01,2024-02-22 09:04:01,delivered,FedEx,MX
SHP00002076,ORD00011758,2023-02-26 15:29:24,2023-03-02 15:29:24,delivered,DHL,ES
SHP00002077,ORD00008460,2023-08-04 08:23:18,2023-08-08 08:23:18,delivered,Correos,MX
SHP00002078,ORD00007281,2025-03-22 23:07:51,2025-03-24 23:07:51,delivered,Correos,AR
SHP00002079,ORD00007849,2023-10-05 06:49:02,,shipped,FedEx,CO
SHP00002080,ORD00004714,2023-01-23 07:12:08,2023-01-24 07:12:08,delivered,Servientrega,US
SHP00002081,ORD00011771,2023-05-27 22:18:50,2023-06-04 22:18:50,delivered,USPS,AR
SHP00002082,ORD00012949,2024-06-02 03:50:58,2024-06-03 03:50:58,delivered,DHL,AR
SHP00002083,ORD00010037,2024-10-25 15:11:43,2024-10-26 15:11:43,delivered,UPS,AR
SHP00002084,ORD00001261,2024-05-04 17:39:50,2024-05-09 17:39:50,delivered,Correos,CA
SHP00002085,ORD00008661,2024-08-16 17:29:25,2024-08-21 17:29:25,delivered,Servientrega,ES
SHP00002086,ORD00003470,2023-10-01 09:47:52,2023-10-02 09:47:52,delivered,Servientrega,US
SHP00002087,ORD00013708,2026-02-12 19:47:58,,delayed,Correos,MX
SHP00002088,ORD00012695,2025-10-12 13:40:40,2025-10-13 13:40:40,delivered,DHL,BR
SHP00002089,ORD00007754,2023-07-15 01:14:26,2023-07-23 01:14:26,delivered,Correos,CO
SHP00002090,ORD00011189,2023-07-30 06:49:00,2023-08-02 06:49:00,delivered,Servientrega,ES
SHP00002091,ORD00002083,2024-04-02 21:08:56,2024-04-08 21:08:56,delivered,UPS,CL
SHP00002092,ORD00008883,2026-01-18 11:26:45,,shipped,DHL,CA
SHP00002093,ORD00013872,2025-07-17 04:07:18,2025-07-22 04:07:18,delivered,USPS,BR
SHP00002094,ORD00001451,2025-02-14 10:31:56,2025-02-28 10:31:56,delayed,USPS,CA
SHP00002095,ORD00002422,2025-01-29 16:38:12,,shipped,Servientrega,CA
SHP00002096,ORD00012495,2025-07-01 12:53:35,2025-07-07 12:53:35,delivered,UPS,CL
SHP00002097,ORD00012816,2025-09-03 01:46:26,2025-09-10 01:46:26,delivered,Correos,MX
SHP00002098,ORD00001305,2026-02-14 13:00:04,2026-02-20 13:00:04,delivered,Correos,US
SHP00002099,ORD00005163,2025-04-01 04:08:08,2025-04-07 04:08:08,delivered,FedEx,MX
SHP00002100,ORD00000463,2025-07-29 21:37:05,2025-08-02 21:37:05,delivered,Correos,CL
SHP00002101,ORD00000603,2025-07-23 06:32:09,2025-07-26 06:32:09,delivered,DHL,US
SHP00002102,ORD00002094,2025-06-20 20:40:17,2025-06-23 20:40:17,delivered,FedEx,CO
SHP00002103,ORD00007186,2024-09-10 00:25:08,2024-09-11 00:25:08,delivered,USPS,CL
SHP00002104,ORD00009263,2025-08-16 06:29:33,2025-08-20 06:29:33,delivered,Servientrega,CL
SHP00002105,ORD00003418,2024-07-12 09:38:58,2024-07-17 09:38:58,delivered,Servientrega,US
SHP00002106,ORD00008893,2026-01-31 05:59:44,2026-02-03 05:59:44,delivered,Servientrega,CL
SHP00002107,ORD00012776,2024-08-01 19:19:35,2024-08-05 19:19:35,delivered,Correos,AR
SHP00002108,ORD00002798,2024-11-05 12:29:24,2024-11-11 12:29:24,delivered,Correos,CA
SHP00002109,ORD00005411,2024-05-19 00:55:19,2024-05-25 00:55:19,delivered,Correos,CA
SHP00002110,ORD00014982,2024-11-29 06:18:12,2024-12-05 06:18:12,delivered,DHL,US
SHP00002111,ORD00003112,2023-02-21 18:41:29,2023-02-27 18:41:29,delivered,UPS,ES
SHP00002112,ORD00002367,2023-06-09 16:28:36,2023-06-17 16:28:36,delivered,UPS,CO
SHP00002113,ORD00005131,2023-12-01 15:00:49,2023-12-02 15:00:49,delivered,UPS,AR
SHP00002114,ORD00009657,2023-12-19 05:54:34,,shipped,Servientrega,AR
SHP00002115,ORD00009691,2023-11-05 23:36:28,2023-11-07 23:36:28,delivered,DHL,CL
SHP00002116,ORD00000622,2024-06-25 22:48:36,2024-06-28 22:48:36,delivered,DHL,BR
SHP00002117,ORD00011491,2024-11-23 06:02:35,,delayed,Servientrega,BR
SHP00002118,ORD00014596,2026-02-19 12:53:32,2026-02-27 12:53:32,delivered,Servientrega,CL
SHP00002119,ORD00007419,2024-01-20 17:22:32,2024-01-23 17:22:32,delivered,DHL,AR
SHP00002120,ORD00009282,2023-12-09 01:41:14,2023-12-10 01:41:14,delivered,USPS,CA
SHP00002121,ORD00012342,2024-04-20 21:21:27,2024-04-26 21:21:27,delivered,Correos,AR
SHP00002122,ORD00004132,2024-07-08 21:07:36,,shipped,FedEx,BR
SHP00002123,ORD00008205,2024-04-18 10:28:33,,shipped,Servientrega,MX
SHP00002124,ORD00000076,2025-11-09 19:36:27,2025-11-11 19:36:27,delivered,UPS,ES
SHP00002125,ORD00002389,2023-12-29 10:39:36,2024-01-05 10:39:36,delivered,UPS,US
SHP00002126,ORD00003415,2025-06-28 14:34:14,,shipped,Servientrega,ES
SHP00002127,ORD00006429,2025-12-15 17:46:42,2025-12-25 17:46:42,delayed,UPS,MX
SHP00002128,ORD00007644,2024-10-11 08:24:17,2024-10-18 08:24:17,delivered,Servientrega,CA
SHP00002129,ORD00010354,2023-02-08 22:11:16,2023-02-13 22:11:16,delivered,Correos,ES
SHP00002130,ORD00001713,2023-09-20 14:46:19,2023-09-26 14:46:19,delivered,USPS,CL
SHP00002131,ORD00009825,2025-06-12 11:03:40,2025-06-17 11:03:40,delivered,UPS,US
