order_item_id,order_id,product_id,quantity,unit_price,discount_amount,line_total
ITEM00010453,ORD00004504,PROD000147,5,100.67,28.39,474.96
ITEM00010454,ORD00004504,PROD000034,3,58.55,0.0,175.65
ITEM00010455,ORD00004504,PROD000012,4,111.11,0.0,444.44
ITEM00010456,ORD00004505,PROD000031,2,172.17,0.0,344.34
ITEM00010457,ORD00004505,PROD000218,5,110.84,0.0,554.2
ITEM00010458,ORD00004505,PROD000144,3,459.26,0.0,1377.78
ITEM00010459,ORD00004506,PROD000040,4,16.39,0.0,65.56
ITEM00010460,ORD00004507,PROD000141,4,68.87,0.0,275.48
ITEM00010461,ORD00004507,PROD000186,3,64.19,0.0,192.57
ITEM00010462,ORD00004507,PROD000185,1,60.07,11.2,48.87
ITEM00010463,ORD00004508,PROD000091,3,288.59,0.0,865.77
ITEM00010464,ORD00004509,PROD000033,5,42.61,0.0,213.05
ITEM00010465,ORD00004509,PROD000061,2,356.35,0.0,712.7
ITEM00010466,ORD00004509,PROD000059,1,168.09,0.0,168.09
ITEM00010467,ORD00004509,PROD000181,4,235.63,0.0,942.52
ITEM00010468,ORD00004510,PROD000039,2,21.14,0.0,42.28
ITEM00010469,ORD00004510,PROD000249,5,36.29,20.03,161.42
ITEM00010470,ORD00004511,PROD000145,2,150.68,41.92,259.44
ITEM00010471,ORD00004512,PROD000116,3,43.88,0.0,131.64
ITEM00010472,ORD00004512,PROD000216,1,159.64,0.0,159.64
ITEM00010473,ORD00004513,PROD000001,4,212.26,0.0,849.04
ITEM00010474,ORD00004514,PROD000213,3,121.46,0.0,364.38
ITEM00010475,ORD00004515,PROD000069,5,76.53,48.05,334.6
ITEM00010476,ORD00004515,PROD000148,4,42.0,0.0,168.0
ITEM00010477,ORD00004516,PROD000166,5,322.84,0.0,1614.2
ITEM00010478,ORD00004516,PROD000218,3,110.84,0.0,332.52
ITEM00010479,ORD00004516,PROD000051,3,1208.71,0.0,3626.13
ITEM00010480,ORD00004517,PROD000194,1,167.3,0.0,167.3
ITEM00010481,ORD00004518,PROD000123,3,73.2,0.0,219.6
ITEM00010482,ORD00004518,PROD000150,4,254.48,0.0,1017.92
ITEM00010483,ORD00004519,PROD000088,1,1777.14,13.14,1764.0
ITEM00010484,ORD00004519,PROD000130,1,157.19,0.0,157.19
ITEM00010485,ORD00004519,PROD000042,4,131.91,0.0,527.64
ITEM00010486,ORD00004519,PROD000152,1,175.53,0.0,175.53
ITEM00010487,ORD00004520,PROD000233,3,371.55,0.0,1114.65
ITEM00010488,ORD00004520,PROD000027,3,194.81,0.0,584.43
ITEM00010489,ORD00004521,PROD000088,2,1777.14,27.29,3526.99
ITEM00010490,ORD00004522,PROD000138,5,438.95,0.0,2194.75
ITEM00010491,ORD00004522,PROD000247,3,429.88,0.0,1289.64
ITEM00010492,ORD00004523,PROD000241,2,49.03,0.0,98.06
ITEM00010493,ORD00004524,PROD000162,4,661.89,0.0,2647.56
ITEM00010494,ORD00004524,PROD000233,2,371.55,0.0,743.1
ITEM00010495,ORD00004524,PROD000096,5,13.86,9.91,59.39
ITEM00010496,ORD00004525,PROD000235,2,183.72,0.0,367.44
ITEM00010497,ORD00004526,PROD000083,2,171.9,0.0,343.8
ITEM00010498,ORD00004527,PROD000208,1,432.42,9.51,422.91
ITEM00010499,ORD00004527,PROD000032,4,447.79,0.0,1791.16
ITEM00010500,ORD00004527,PROD000020,2,221.57,24.84,418.3
ITEM00010501,ORD00004528,PROD000110,3,50.0,0.0,150.0
ITEM00010502,ORD00004528,PROD000216,5,159.64,0.0,798.2
ITEM00010503,ORD00004528,PROD000055,2,247.79,0.0,495.58
ITEM00010504,ORD00004529,PROD000206,5,93.01,0.0,465.05
ITEM00010505,ORD00004529,PROD000155,3,54.33,0.0,162.99
ITEM00010506,ORD00004529,PROD000166,1,322.84,39.49,283.35
ITEM00010507,ORD00004530,PROD000114,5,11.81,0.0,59.05
ITEM00010508,ORD00004531,PROD000022,5,54.46,0.0,272.3
ITEM00010509,ORD00004531,PROD000073,2,276.11,0.0,552.22
ITEM00010510,ORD00004532,PROD000154,4,50.3,0.0,201.2
ITEM00010511,ORD00004532,PROD000043,5,66.31,0.0,331.55
ITEM00010512,ORD00004532,PROD000250,5,54.8,0.28,273.72
ITEM00010513,ORD00004532,PROD000005,3,43.55,0.0,130.65
ITEM00010514,ORD00004532,PROD000232,5,246.87,0.0,1234.35
ITEM00010515,ORD00004533,PROD000202,3,342.76,0.0,1028.28
ITEM00010516,ORD00004533,PROD000120,4,130.16,32.5,488.14
ITEM00010517,ORD00004534,PROD000086,3,97.78,28.8,264.54
ITEM00010518,ORD00004534,PROD000213,1,121.46,0.0,121.46
ITEM00010519,ORD00004534,PROD000240,3,1784.3,0.0,5352.9
ITEM00010520,ORD00004534,PROD000118,1,515.11,35.29,479.82
ITEM00010521,ORD00004535,PROD000078,2,146.96,0.0,293.92
ITEM00010522,ORD00004535,PROD000179,1,211.12,0.0,211.12
ITEM00010523,ORD00004535,PROD000220,4,127.88,0.0,511.52
ITEM00010524,ORD00004536,PROD000029,3,308.54,0.0,925.62
ITEM00010525,ORD00004536,PROD000203,2,1136.42,0.0,2272.84
ITEM00010526,ORD00004536,PROD000247,2,429.88,0.0,859.76
ITEM00010527,ORD00004537,PROD000080,1,86.84,0.0,86.84
ITEM00010528,ORD00004538,PROD000235,4,183.72,0.64,734.24
ITEM00010529,ORD00004538,PROD000047,3,193.54,0.0,580.62
ITEM00010530,ORD00004538,PROD000077,1,14.67,0.0,14.67
ITEM00010531,ORD00004538,PROD000144,3,459.26,0.0,1377.78
ITEM00010532,ORD00004539,PROD000208,1,432.42,0.0,432.42
ITEM00010533,ORD00004539,PROD000120,2,130.16,0.0,260.32
ITEM00010534,ORD00004539,PROD000212,2,161.24,0.0,322.48
ITEM00010535,ORD00004539,PROD000061,3,356.35,0.0,1069.05
ITEM00010536,ORD00004540,PROD000150,1,254.48,0.0,254.48
ITEM00010537,ORD00004540,PROD000106,2,574.45,0.0,1148.9
ITEM00010538,ORD00004540,PROD000041,4,134.15,0.0,536.6
ITEM00010539,ORD00004541,PROD000099,3,81.79,0.0,245.37
ITEM00010540,ORD00004541,PROD000034,5,58.55,0.0,292.75
ITEM00010541,ORD00004541,PROD000089,3,345.97,0.0,1037.91
ITEM00010542,ORD00004541,PROD000154,5,50.3,0.0,251.5
ITEM00010543,ORD00004542,PROD000021,3,208.43,35.55,589.74
ITEM00010544,ORD00004542,PROD000133,2,27.64,0.0,55.28
ITEM00010545,ORD00004542,PROD000237,5,44.12,46.97,173.63
ITEM00010546,ORD00004543,PROD000140,3,98.75,0.0,296.25
ITEM00010547,ORD00004543,PROD000061,3,356.35,0.0,1069.05
ITEM00010548,ORD00004544,PROD000178,4,117.94,0.0,471.76
ITEM00010549,ORD00004544,PROD000018,3,10.79,0.0,32.37
ITEM00010550,ORD00004544,PROD000046,4,99.47,0.0,397.88
ITEM00010551,ORD00004545,PROD000077,3,14.67,0.0,44.01
ITEM00010552,ORD00004545,PROD000168,5,152.8,0.0,764.0
ITEM00010553,ORD00004545,PROD000148,5,42.0,17.96,192.04
ITEM00010554,ORD00004546,PROD000244,5,1615.8,0.0,8079.0
ITEM00010555,ORD00004546,PROD000248,1,76.93,0.0,76.93
ITEM00010556,ORD00004546,PROD000203,4,1136.42,0.0,4545.68
ITEM00010557,ORD00004547,PROD000235,4,183.72,0.0,734.88
ITEM00010558,ORD00004547,PROD000121,3,376.36,0.0,1129.08
ITEM00010559,ORD00004548,PROD000187,4,877.6,0.0,3510.4
ITEM00010560,ORD00004548,PROD000116,3,43.88,0.0,131.64
ITEM00010561,ORD00004549,PROD000061,1,356.35,43.8,312.55
ITEM00010562,ORD00004549,PROD000195,5,211.99,12.05,1047.9
ITEM00010563,ORD00004549,PROD000237,2,44.12,0.0,88.24
ITEM00010564,ORD00004549,PROD000166,2,322.84,0.0,645.68
ITEM00010565,ORD00004550,PROD000112,1,43.26,0.0,43.26
ITEM00010566,ORD00004551,PROD000182,4,60.96,0.0,243.84
ITEM00010567,ORD00004551,PROD000203,3,1136.42,30.35,3378.91
ITEM00010568,ORD00004551,PROD000119,5,81.31,0.0,406.55
ITEM00010569,ORD00004552,PROD000123,3,73.2,0.0,219.6
ITEM00010570,ORD00004552,PROD000044,2,13.34,0.0,26.68
ITEM00010571,ORD00004553,PROD000226,3,48.08,0.0,144.24
ITEM00010572,ORD00004553,PROD000193,3,1278.37,0.0,3835.11
ITEM00010573,ORD00004553,PROD000067,4,52.47,0.0,209.88
ITEM00010574,ORD00004554,PROD000077,4,14.67,0.0,58.68
ITEM00010575,ORD00004555,PROD000049,5,61.06,0.0,305.3
ITEM00010576,ORD00004555,PROD000163,4,70.89,45.12,238.44
ITEM00010577,ORD00004556,PROD000079,3,136.74,0.0,410.22
ITEM00010578,ORD00004557,PROD000051,3,1208.71,36.2,3589.93
ITEM00010579,ORD00004557,PROD000162,1,661.89,0.0,661.89
ITEM00010580,ORD00004557,PROD000227,4,339.36,0.0,1357.44
ITEM00010581,ORD00004558,PROD000088,4,1777.14,0.0,7108.56
ITEM00010582,ORD00004558,PROD000221,4,76.62,27.93,278.55
ITEM00010583,ORD00004558,PROD000078,5,146.96,0.0,734.8
ITEM00010584,ORD00004559,PROD000160,2,56.33,0.0,112.66
ITEM00010585,ORD00004559,PROD000230,2,123.48,0.0,246.96
ITEM00010586,ORD00004559,PROD000119,5,81.31,0.0,406.55
ITEM00010587,ORD00004560,PROD000133,5,27.64,39.37,98.83
ITEM00010588,ORD00004560,PROD000127,2,17.24,0.0,34.48
ITEM00010589,ORD00004561,PROD000043,2,66.31,14.26,118.36
ITEM00010590,ORD00004561,PROD000155,3,54.33,0.0,162.99
ITEM00010591,ORD00004562,PROD000250,4,54.8,0.0,219.2
ITEM00010592,ORD00004562,PROD000222,2,503.09,0.0,1006.18
ITEM00010593,ORD00004562,PROD000097,3,22.78,15.19,53.15
ITEM00010594,ORD00004563,PROD000093,3,256.94,0.0,770.82
ITEM00010595,ORD00004563,PROD000122,4,222.72,2.93,887.95
ITEM00010596,ORD00004563,PROD000029,5,308.54,0.0,1542.7
ITEM00010597,ORD00004563,PROD000087,4,10.93,0.0,43.72
ITEM00010598,ORD00004564,PROD000232,3,246.87,0.0,740.61
ITEM00010599,ORD00004564,PROD000104,2,225.55,0.0,451.1
ITEM00010600,ORD00004564,PROD000193,3,1278.37,2.48,3832.63
ITEM00010601,ORD00004565,PROD000183,4,582.56,0.0,2330.24
ITEM00010602,ORD00004566,PROD000218,1,110.84,0.0,110.84
ITEM00010603,ORD00004566,PROD000079,3,136.74,0.0,410.22
ITEM00010604,ORD00004567,PROD000058,5,126.96,0.0,634.8
ITEM00010605,ORD00004567,PROD000229,3,570.74,0.0,1712.22
ITEM00010606,ORD00004567,PROD000133,3,27.64,0.0,82.92
ITEM00010607,ORD00004568,PROD000222,2,503.09,2.06,1004.12
ITEM00010608,ORD00004568,PROD000174,3,53.61,36.01,124.82
ITEM00010609,ORD00004569,PROD000166,3,322.84,0.0,968.52
ITEM00010610,ORD00004569,PROD000012,1,111.11,0.0,111.11
ITEM00010611,ORD00004570,PROD000214,1,421.22,45.31,375.91
ITEM00010612,ORD00004570,PROD000041,2,134.15,0.0,268.3
ITEM00010613,ORD00004570,PROD000158,2,217.39,0.0,434.78
ITEM00010614,ORD00004570,PROD000235,4,183.72,40.36,694.52
ITEM00010615,ORD00004571,PROD000147,2,100.67,0.0,201.34
ITEM00010616,ORD00004571,PROD000013,2,1700.94,39.58,3362.3
ITEM00010617,ORD00004571,PROD000196,2,116.86,24.56,209.16
ITEM00010618,ORD00004571,PROD000207,5,75.14,0.0,375.7
ITEM00010619,ORD00004572,PROD000058,1,126.96,0.39,126.57
ITEM00010620,ORD00004573,PROD000070,2,84.14,0.0,168.28
ITEM00010621,ORD00004573,PROD000238,3,122.56,9.87,357.81
ITEM00010622,ORD00004574,PROD000137,1,77.91,0.0,77.91
ITEM00010623,ORD00004574,PROD000166,4,322.84,0.0,1291.36
ITEM00010624,ORD00004574,PROD000005,1,43.55,0.0,43.55
ITEM00010625,ORD00004575,PROD000165,2,16.76,0.0,33.52
ITEM00010626,ORD00004575,PROD000076,2,61.7,0.0,123.4
ITEM00010627,ORD00004575,PROD000033,2,42.61,3.24,81.98
ITEM00010628,ORD00004575,PROD000076,1,61.7,0.0,61.7
ITEM00010629,ORD00004576,PROD000121,3,376.36,0.0,1129.08
ITEM00010630,ORD00004576,PROD000149,1,90.8,1.82,88.98
ITEM00010631,ORD00004577,PROD000222,1,503.09,0.0,503.09
ITEM00010632,ORD00004578,PROD000108,5,44.14,0.0,220.7
ITEM00010633,ORD00004578,PROD000247,5,429.88,0.0,2149.4
ITEM00010634,ORD00004579,PROD000013,5,1700.94,0.0,8504.7
ITEM00010635,ORD00004579,PROD000161,5,115.09,0.0,575.45
ITEM00010636,ORD00004580,PROD000008,2,83.03,43.15,122.91
ITEM00010637,ORD00004580,PROD000185,4,60.07,34.1,206.18
ITEM00010638,ORD00004581,PROD000013,4,1700.94,0.0,6803.76
ITEM00010639,ORD00004581,PROD000146,2,172.6,0.0,345.2
ITEM00010640,ORD00004581,PROD000074,5,74.72,0.0,373.6
ITEM00010641,ORD00004581,PROD000003,3,92.15,0.0,276.45
ITEM00010642,ORD00004582,PROD000154,2,50.3,0.0,100.6
ITEM00010643,ORD00004582,PROD000017,3,332.4,0.0,997.2
ITEM00010644,ORD00004583,PROD000108,1,44.14,0.0,44.14
ITEM00010645,ORD00004584,PROD000179,3,211.12,0.0,633.36
ITEM00010646,ORD00004585,PROD000091,5,288.59,0.0,1442.95
ITEM00010647,ORD00004586,PROD000124,2,976.88,21.37,1932.39
ITEM00010648,ORD00004587,PROD000059,2,168.09,0.0,336.18
ITEM00010649,ORD00004587,PROD000123,2,73.2,0.0,146.4
ITEM00010650,ORD00004588,PROD000107,4,230.89,0.0,923.56
ITEM00010651,ORD00004589,PROD000033,5,42.61,0.0,213.05
ITEM00010652,ORD00004589,PROD000074,4,74.72,0.0,298.88
ITEM00010653,ORD00004590,PROD000226,1,48.08,2.11,45.97
ITEM00010654,ORD00004590,PROD000043,1,66.31,0.0,66.31
ITEM00010655,ORD00004591,PROD000104,1,225.55,0.0,225.55
ITEM00010656,ORD00004591,PROD000098,1,323.06,0.0,323.06
ITEM00010657,ORD00004592,PROD000178,2,117.94,0.0,235.88
ITEM00010658,ORD00004592,PROD000200,5,40.18,0.0,200.9
ITEM00010659,ORD00004592,PROD000249,5,36.29,0.0,181.45
ITEM00010660,ORD00004592,PROD000178,3,117.94,0.0,353.82
ITEM00010661,ORD00004592,PROD000214,2,421.22,47.79,794.65
ITEM00010662,ORD00004593,PROD000036,4,180.49,0.0,721.96
ITEM00010663,ORD00004593,PROD000033,3,42.61,15.6,112.23
ITEM00010664,ORD00004593,PROD000094,5,396.07,0.0,1980.35
ITEM00010665,ORD00004593,PROD000067,1,52.47,0.0,52.47
ITEM00010666,ORD00004593,PROD000153,2,155.49,0.0,310.98
ITEM00010667,ORD00004594,PROD000040,4,16.39,0.0,65.56
ITEM00010668,ORD00004594,PROD000237,3,44.12,0.0,132.36
ITEM00010669,ORD00004595,PROD000009,1,213.6,0.0,213.6
ITEM00010670,ORD00004595,PROD000057,1,157.6,0.0,157.6
ITEM00010671,ORD00004596,PROD000106,5,574.45,0.0,2872.25
ITEM00010672,ORD00004596,PROD000201,3,40.54,0.0,121.62
ITEM00010673,ORD00004596,PROD000154,1,50.3,0.0,50.3
ITEM00010674,ORD00004597,PROD000060,3,497.87,0.0,1493.61
ITEM00010675,ORD00004597,PROD000014,1,169.93,0.0,169.93
ITEM00010676,ORD00004598,PROD000153,2,155.49,0.0,310.98
ITEM00010677,ORD00004598,PROD000195,3,211.99,0.0,635.97
ITEM00010678,ORD00004598,PROD000022,2,54.46,15.67,93.25
ITEM00010679,ORD00004599,PROD000184,1,142.87,0.0,142.87
ITEM00010680,ORD00004599,PROD000246,4,87.13,0.0,348.52
ITEM00010681,ORD00004600,PROD000069,1,76.53,0.0,76.53
ITEM00010682,ORD00004601,PROD000237,5,44.12,0.0,220.6
ITEM00010683,ORD00004601,PROD000213,1,121.46,6.85,114.61
ITEM00010684,ORD00004602,PROD000162,3,661.89,20.2,1965.47
ITEM00010685,ORD00004602,PROD000250,2,54.8,0.95,108.65
ITEM00010686,ORD00004602,PROD000016,2,20.16,0.0,40.32
ITEM00010687,ORD00004602,PROD000234,4,192.6,0.0,770.4
ITEM00010688,ORD00004603,PROD000026,1,327.82,0.0,327.82
ITEM00010689,ORD00004603,PROD000174,5,53.61,0.0,268.05
ITEM00010690,ORD00004604,PROD000086,2,97.78,0.0,195.56
ITEM00010691,ORD00004604,PROD000038,3,329.28,0.0,987.84
ITEM00010692,ORD00004604,PROD000120,3,130.16,0.0,390.48
ITEM00010693,ORD00004605,PROD000062,2,32.44,17.61,47.27
ITEM00010694,ORD00004605,PROD000028,3,136.11,0.0,408.33
ITEM00010695,ORD00004605,PROD000242,2,108.48,0.0,216.96
ITEM00010696,ORD00004606,PROD000182,3,60.96,18.26,164.62
ITEM00010697,ORD00004606,PROD000030,5,68.0,0.0,340.0
ITEM00010698,ORD00004607,PROD000193,3,1278.37,0.0,3835.11
ITEM00010699,ORD00004607,PROD000118,2,515.11,45.11,985.11
ITEM00010700,ORD00004608,PROD000048,4,100.08,36.45,363.87
ITEM00010701,ORD00004608,PROD000210,5,34.78,46.13,127.77
ITEM00010702,ORD00004609,PROD000047,5,193.54,0.0,967.7
ITEM00010703,ORD00004610,PROD000102,1,126.65,0.0,126.65
ITEM00010704,ORD00004610,PROD000080,4,86.84,0.0,347.36
ITEM00010705,ORD00004611,PROD000234,2,192.6,0.0,385.2
ITEM00010706,ORD00004612,PROD000017,3,332.4,32.84,964.36
ITEM00010707,ORD00004612,PROD000067,3,52.47,0.0,157.41
ITEM00010708,ORD00004612,PROD000126,5,45.99,0.0,229.95
ITEM00010709,ORD00004612,PROD000246,3,87.13,0.0,261.39
ITEM00010710,ORD00004613,PROD000222,1,503.09,0.0,503.09
ITEM00010711,ORD00004613,PROD000085,3,731.65,0.0,2194.95
ITEM00010712,ORD00004613,PROD000108,1,44.14,0.0,44.14
ITEM00010713,ORD00004614,PROD000147,5,100.67,48.4,454.95
ITEM00010714,ORD00004615,PROD000249,3,36.29,0.0,108.87
ITEM00010715,ORD00004615,PROD000202,5,342.76,0.0,1713.8
ITEM00010716,ORD00004615,PROD000004,4,153.76,44.39,570.65
ITEM00010717,ORD00004616,PROD000225,2,765.67,0.0,1531.34
ITEM00010718,ORD00004616,PROD000003,1,92.15,24.6,67.55
ITEM00010719,ORD00004616,PROD000163,2,70.89,0.0,141.78
ITEM00010720,ORD00004617,PROD000017,1,332.4,8.8,323.6
ITEM00010721,ORD00004617,PROD000134,3,143.26,0.0,429.78
ITEM00010722,ORD00004617,PROD000069,2,76.53,0.0,153.06
ITEM00010723,ORD00004618,PROD000033,2,42.61,0.0,85.22
ITEM00010724,ORD00004618,PROD000236,5,291.68,0.0,1458.4
ITEM00010725,ORD00004619,PROD000157,2,55.67,0.0,111.34
ITEM00010726,ORD00004619,PROD000205,4,47.4,0.0,189.6
ITEM00010727,ORD00004620,PROD000058,1,126.96,0.0,126.96
ITEM00010728,ORD00004620,PROD000056,5,65.31,0.0,326.55
ITEM00010729,ORD00004621,PROD000085,3,731.65,0.0,2194.95
ITEM00010730,ORD00004621,PROD000157,3,55.67,0.0,167.01
ITEM00010731,ORD00004622,PROD000136,3,50.53,1.69,149.9
ITEM00010732,ORD00004622,PROD000189,2,56.73,0.0,113.46
ITEM00010733,ORD00004623,PROD000070,1,84.14,8.55,75.59
ITEM00010734,ORD00004623,PROD000115,1,184.69,0.0,184.69
ITEM00010735,ORD00004624,PROD000206,1,93.01,18.52,74.49
ITEM00010736,ORD00004624,PROD000079,2,136.74,0.0,273.48
ITEM00010737,ORD00004624,PROD000042,5,131.91,0.0,659.55
ITEM00010738,ORD00004624,PROD000041,2,134.15,0.0,268.3
ITEM00010739,ORD00004625,PROD000148,4,42.0,0.0,168.0
ITEM00010740,ORD00004625,PROD000138,1,438.95,0.0,438.95
ITEM00010741,ORD00004625,PROD000164,3,156.08,0.0,468.24
ITEM00010742,ORD00004625,PROD000063,5,370.93,20.35,1834.3
ITEM00010743,ORD00004625,PROD000214,1,421.22,0.0,421.22
ITEM00010744,ORD00004626,PROD000204,4,35.5,0.0,142.0
ITEM00010745,ORD00004626,PROD000247,4,429.88,0.0,1719.52
ITEM00010746,ORD00004627,PROD000195,2,211.99,0.0,423.98
ITEM00010747,ORD00004627,PROD000166,4,322.84,0.0,1291.36
ITEM00010748,ORD00004628,PROD000196,4,116.86,0.0,467.44
ITEM00010749,ORD00004629,PROD000083,4,171.9,0.0,687.6
ITEM00010750,ORD00004629,PROD000158,2,217.39,47.11,387.67
ITEM00010751,ORD00004629,PROD000107,4,230.89,0.0,923.56
ITEM00010752,ORD00004629,PROD000176,5,107.58,0.0,537.9
ITEM00010753,ORD00004630,PROD000107,2,230.89,26.33,435.45
ITEM00010754,ORD00004631,PROD000234,1,192.6,0.0,192.6
ITEM00010755,ORD00004631,PROD000178,4,117.94,0.0,471.76
ITEM00010756,ORD00004631,PROD000124,3,976.88,0.0,2930.64
ITEM00010757,ORD00004632,PROD000202,4,342.76,0.0,1371.04
ITEM00010758,ORD00004632,PROD000123,4,73.2,0.0,292.8
ITEM00010759,ORD00004632,PROD000205,2,47.4,0.0,94.8
ITEM00010760,ORD00004633,PROD000240,4,1784.3,24.06,7113.14
ITEM00010761,ORD00004633,PROD000022,2,54.46,0.0,108.92
ITEM00010762,ORD00004634,PROD000091,3,288.59,0.0,865.77
ITEM00010763,ORD00004634,PROD000064,4,1678.91,0.0,6715.64
ITEM00010764,ORD00004634,PROD000221,3,76.62,4.14,225.72
ITEM00010765,ORD00004635,PROD000153,2,155.49,0.0,310.98
ITEM00010766,ORD00004635,PROD000006,3,49.84,0.0,149.52
ITEM00010767,ORD00004636,PROD000203,5,1136.42,0.0,5682.1
ITEM00010768,ORD00004636,PROD000044,2,13.34,0.0,26.68
ITEM00010769,ORD00004637,PROD000043,1,66.31,0.0,66.31
ITEM00010770,ORD00004637,PROD000111,1,1078.35,0.0,1078.35
ITEM00010771,ORD00004637,PROD000197,1,43.89,0.0,43.89
ITEM00010772,ORD00004637,PROD000234,2,192.6,0.0,385.2
ITEM00010773,ORD00004638,PROD000042,3,131.91,34.16,361.57
ITEM00010774,ORD00004638,PROD000190,5,29.19,0.0,145.95
ITEM00010775,ORD00004639,PROD000078,3,146.96,0.0,440.88
ITEM00010776,ORD00004640,PROD000120,4,130.16,0.0,520.64
ITEM00010777,ORD00004640,PROD000187,1,877.6,15.43,862.17
ITEM00010778,ORD00004640,PROD000200,1,40.18,0.0,40.18
ITEM00010779,ORD00004641,PROD000061,2,356.35,0.0,712.7
ITEM00010780,ORD00004641,PROD000104,4,225.55,0.0,902.2
ITEM00010781,ORD00004641,PROD000084,1,674.06,0.0,674.06
ITEM00010782,ORD00004642,PROD000003,5,92.15,0.0,460.75
ITEM00010783,ORD00004642,PROD000011,1,32.66,0.0,32.66
ITEM00010784,ORD00004642,PROD000185,2,60.07,0.0,120.14
ITEM00010785,ORD00004643,PROD000052,2,177.44,0.0,354.88
ITEM00010786,ORD00004643,PROD000037,4,218.09,0.0,872.36
ITEM00010787,ORD00004644,PROD000155,4,54.33,49.55,167.77
ITEM00010788,ORD00004644,PROD000145,4,150.68,0.0,602.72
ITEM00010789,ORD00004644,PROD000005,5,43.55,36.19,181.56
ITEM00010790,ORD00004645,PROD000148,2,42.0,3.31,80.69
ITEM00010791,ORD00004645,PROD000010,3,72.99,5.75,213.22
ITEM00010792,ORD00004646,PROD000181,3,235.63,0.0,706.89
ITEM00010793,ORD00004646,PROD000249,3,36.29,0.0,108.87
ITEM00010794,ORD00004647,PROD000163,2,70.89,0.0,141.78
ITEM00010795,ORD00004648,PROD000015,5,290.07,22.62,1427.73
ITEM00010796,ORD00004648,PROD000111,2,1078.35,0.0,2156.7
ITEM00010797,ORD00004649,PROD000077,1,14.67,2.89,11.78
ITEM00010798,ORD00004649,PROD000216,1,159.64,0.0,159.64
ITEM00010799,ORD00004649,PROD000117,2,71.58,0.0,143.16
ITEM00010800,ORD00004650,PROD000105,2,741.66,0.0,1483.32
ITEM00010801,ORD00004651,PROD000018,2,10.79,0.0,21.58
ITEM00010802,ORD00004652,PROD000222,5,503.09,0.0,2515.45
ITEM00010803,ORD00004652,PROD000216,1,159.64,0.0,159.64
ITEM00010804,ORD00004652,PROD000166,2,322.84,0.0,645.68
ITEM00010805,ORD00004653,PROD000080,5,86.84,0.0,434.2
ITEM00010806,ORD00004653,PROD000078,4,146.96,0.0,587.84
ITEM00010807,ORD00004654,PROD000038,3,329.28,0.0,987.84
ITEM00010808,ORD00004654,PROD000116,5,43.88,0.0,219.4
ITEM00010809,ORD00004655,PROD000129,1,35.55,0.0,35.55
ITEM00010810,ORD00004655,PROD000126,5,45.99,0.0,229.95
ITEM00010811,ORD00004656,PROD000064,5,1678.91,0.0,8394.55
ITEM00010812,ORD00004656,PROD000216,2,159.64,0.0,319.28
ITEM00010813,ORD00004657,PROD000189,2,56.73,14.28,99.18
ITEM00010814,ORD00004658,PROD000181,3,235.63,7.69,699.2
ITEM00010815,ORD00004658,PROD000084,5,674.06,0.0,3370.3
ITEM00010816,ORD00004658,PROD000082,2,61.96,0.0,123.92
ITEM00010817,ORD00004659,PROD000067,4,52.47,0.0,209.88
ITEM00010818,ORD00004660,PROD000169,2,29.28,0.0,58.56
ITEM00010819,ORD00004660,PROD000241,5,49.03,0.0,245.15
ITEM00010820,ORD00004660,PROD000014,4,169.93,0.0,679.72
ITEM00010821,ORD00004661,PROD000183,4,582.56,7.26,2322.98
ITEM00010822,ORD00004661,PROD000236,3,291.68,0.0,875.04
ITEM00010823,ORD00004661,PROD000073,3,276.11,18.9,809.43
ITEM00010824,ORD00004662,PROD000046,4,99.47,45.1,352.78
ITEM00010825,ORD00004663,PROD000165,5,16.76,11.54,72.26
ITEM00010826,ORD00004663,PROD000064,2,1678.91,29.25,3328.57
ITEM00010827,ORD00004663,PROD000032,5,447.79,0.0,2238.95
ITEM00010828,ORD00004664,PROD000103,5,118.6,27.3,565.7
ITEM00010829,ORD00004664,PROD000159,3,175.18,20.24,505.3
ITEM00010830,ORD00004664,PROD000127,2,17.24,0.0,34.48
ITEM00010831,ORD00004665,PROD000154,2,50.3,0.0,100.6
ITEM00010832,ORD00004665,PROD000037,5,218.09,0.0,1090.45
ITEM00010833,ORD00004665,PROD000186,2,64.19,0.0,128.38
ITEM00010834,ORD00004665,PROD000181,5,235.63,0.0,1178.15
ITEM00010835,ORD00004665,PROD000192,3,150.21,6.32,444.31
ITEM00010836,ORD00004666,PROD000016,4,20.16,0.0,80.64
ITEM00010837,ORD00004666,PROD000189,1,56.73,0.0,56.73
ITEM00010838,ORD00004666,PROD000111,3,1078.35,0.0,3235.05
ITEM00010839,ORD00004667,PROD000114,1,11.81,0.0,11.81
ITEM00010840,ORD00004667,PROD000244,3,1615.8,0.0,4847.4
ITEM00010841,ORD00004668,PROD000094,5,396.07,0.55,1979.8
ITEM00010842,ORD00004668,PROD000208,4,432.42,49.64,1680.04
ITEM00010843,ORD00004668,PROD000221,3,76.62,0.0,229.86
ITEM00010844,ORD00004669,PROD000069,1,76.53,0.0,76.53
ITEM00010845,ORD00004669,PROD000243,3,71.92,1.01,214.75
ITEM00010846,ORD00004669,PROD000147,5,100.67,0.0,503.35
ITEM00010847,ORD00004670,PROD000058,1,126.96,27.22,99.74
ITEM00010848,ORD00004670,PROD000160,3,56.33,0.0,168.99
