payment_id,order_id,payment_timestamp,payment_method,payment_status,payment_amount,currency
PAY00003670,ORD00003281,2023-05-01 12:01:16,wallet,paid,1241.17,USD
PAY00013310,ORD00011881,2023-05-01 12:30:40,credit_card,paid,1339.32,USD
PAY00004170,ORD00003720,2023-05-01 13:28:22,credit_card,pending,2408.72,USD
PAY00009722,ORD00008673,2023-05-01 13:41:34,credit_card,paid,674.42,USD
PAY00006523,ORD00005810,2023-05-01 15:41:54,credit_card,failed,278.38,USD
PAY00016392,ORD00014632,2023-05-01 20:33:41,credit_card,paid,548.73,USD
PAY00015912,ORD00014207,2023-05-01 20:55:28,credit_card,paid,2663.45,USD
PAY00007024,ORD00006254,2023-05-01 21:01:31,credit_card,paid,349.57,USD
PAY00005511,ORD00004910,2023-05-01 23:12:08,paypal,paid,497.66,USD
PAY00007025,ORD00006254,2023-05-01 23:45:31,debit_card,failed,349.57,USD
PAY00000522,ORD00000457,2023-05-01 23:47:28,paypal,paid,269.19,USD
PAY00011351,ORD00010126,2023-05-02 04:56:49,debit_card,paid,2954.47,USD
PAY00005866,ORD00005221,2023-05-02 06:03:28,credit_card,paid,3202.34,USD
PAY00003461,ORD00003093,2023-05-02 08:21:39,credit_card,paid,2775.82,USD
PAY00014979,ORD00013384,2023-05-02 10:25:45,paypal,paid,642.79,USD
PAY00006291,ORD00005604,2023-05-02 12:03:44,credit_card,paid,7335.96,USD
PAY00003981,ORD00003554,2023-05-02 12:29:44,wallet,paid,3486.01,USD
PAY00005867,ORD00005221,2023-05-02 17:22:28,wallet,pending,3202.34,USD
PAY00013748,ORD00012276,2023-05-02 18:00:21,wallet,paid,1771.89,USD
PAY00000853,ORD00000759,2023-05-02 20:08:39,credit_card,paid,5959.06,USD
PAY00000763,ORD00000677,2023-05-02 22:47:43,bank_transfer,paid,842.83,USD
PAY00001194,ORD00001067,2023-05-02 23:33:57,debit_card,paid,746.35,USD
PAY00002558,ORD00002290,2023-05-03 03:52:19,credit_card,paid,2233.98,USD
PAY00012286,ORD00010969,2023-05-03 04:17:22,debit_card,paid,768.97,USD
PAY00007450,ORD00006642,2023-05-03 05:04:16,credit_card,pending,803.97,USD
PAY00012694,ORD00011331,2023-05-03 05:09:52,debit_card,pending,1723.99,USD
PAY00005374,ORD00004794,2023-05-03 09:19:09,credit_card,failed,1550.39,USD
PAY00005642,ORD00005025,2023-05-03 09:55:06,credit_card,paid,2027.39,USD
PAY00005375,ORD00004794,2023-05-03 10:23:09,credit_card,paid,1550.39,USD
PAY00007387,ORD00006585,2023-05-03 10:28:01,debit_card,paid,400.59,USD
PAY00010325,ORD00009208,2023-05-03 12:29:33,debit_card,paid,358.46,USD
PAY00013849,ORD00012364,2023-05-03 15:16:28,debit_card,pending,1495.25,USD
PAY00007388,ORD00006585,2023-05-03 18:52:01,debit_card,pending,400.59,USD
PAY00006718,ORD00005981,2023-05-03 20:14:03,credit_card,failed,1112.01,USD
PAY00013343,ORD00011910,2023-05-03 21:23:57,paypal,paid,1429.48,USD
PAY00012368,ORD00011044,2023-05-03 21:34:35,paypal,paid,1365.42,USD
PAY00012385,ORD00011060,2023-05-03 22:25:36,credit_card,pending,1700.14,USD
PAY00013728,ORD00012259,2023-05-03 22:56:54,credit_card,paid,489.44,USD
PAY00012386,ORD00011060,2023-05-03 23:51:36,debit_card,pending,1700.14,USD
PAY00011196,ORD00009984,2023-05-04 01:10:24,credit_card,pending,1187.11,USD
PAY00006719,ORD00005981,2023-05-04 01:18:03,paypal,paid,1112.01,USD
PAY00016588,ORD00014810,2023-05-04 02:04:06,debit_card,paid,11850.79,USD
PAY00013850,ORD00012364,2023-05-04 02:52:28,credit_card,paid,1495.25,USD
PAY00007396,ORD00006592,2023-05-04 06:05:41,credit_card,paid,6668.07,USD
PAY00013729,ORD00012259,2023-05-04 07:32:54,credit_card,paid,489.44,USD
PAY00004257,ORD00003800,2023-05-04 08:05:37,debit_card,paid,166.14,USD
PAY00004826,ORD00004300,2023-05-04 12:20:16,bank_transfer,paid,170.36,USD
PAY00007673,ORD00006836,2023-05-04 12:58:34,wallet,pending,824.91,USD
PAY00010068,ORD00008984,2023-05-04 13:05:38,paypal,paid,4174.01,USD
PAY00006493,ORD00005785,2023-05-04 14:44:23,bank_transfer,paid,5400.68,USD
PAY00012248,ORD00010932,2023-05-04 18:39:42,credit_card,paid,1309.4,USD
PAY00010330,ORD00009213,2023-05-04 19:02:25,credit_card,paid,332.37,USD
PAY00006587,ORD00005866,2023-05-04 19:16:40,paypal,paid,677.92,USD
PAY00007674,ORD00006836,2023-05-04 22:32:34,debit_card,paid,824.91,USD
PAY00004428,ORD00003952,2023-05-04 23:49:30,paypal,paid,209.8,USD
PAY00005809,ORD00005171,2023-05-05 00:44:13,bank_transfer,paid,208.87,USD
PAY00013654,ORD00012191,2023-05-05 04:43:48,credit_card,paid,493.61,USD
PAY00001105,ORD00000989,2023-05-05 06:05:20,credit_card,pending,1304.39,USD
PAY00010331,ORD00009213,2023-05-05 07:01:25,bank_transfer,pending,332.37,USD
PAY00000880,ORD00000784,2023-05-05 11:44:47,paypal,paid,3868.9,USD
PAY00002914,ORD00002607,2023-05-05 12:30:29,credit_card,paid,7857.3,USD
PAY00002311,ORD00002074,2023-05-05 14:35:09,paypal,paid,2594.02,USD
PAY00000982,ORD00000878,2023-05-05 15:55:01,credit_card,paid,733.11,USD
PAY00004384,ORD00003912,2023-05-05 21:11:08,wallet,pending,3675.9,USD
PAY00015834,ORD00014137,2023-05-05 22:08:21,credit_card,pending,1567.79,USD
PAY00015379,ORD00013740,2023-05-06 03:09:17,bank_transfer,paid,118.4,USD
PAY00006335,ORD00005643,2023-05-06 06:22:34,paypal,paid,1021.82,USD
PAY00009158,ORD00008174,2023-05-06 07:08:31,wallet,paid,11478.87,USD
PAY00006062,ORD00005398,2023-05-06 11:54:58,paypal,paid,1347.48,USD
PAY00006336,ORD00005643,2023-05-06 18:14:34,credit_card,paid,1021.82,USD
PAY00010687,ORD00009529,2023-05-06 23:31:18,credit_card,paid,2363.9,USD
PAY00009979,ORD00008908,2023-05-07 00:54:57,wallet,paid,257.02,USD
PAY00009117,ORD00008137,2023-05-07 01:59:59,credit_card,paid,6735.73,USD
PAY00008879,ORD00007922,2023-05-07 02:11:00,wallet,pending,3462.08,USD
PAY00003668,ORD00003279,2023-05-07 02:58:45,paypal,pending,223.48,USD
PAY00013224,ORD00011805,2023-05-07 03:58:32,paypal,paid,705.87,USD
PAY00011129,ORD00009925,2023-05-07 06:41:52,credit_card,paid,1046.55,USD
PAY00016355,ORD00014601,2023-05-07 07:48:20,paypal,paid,972.42,USD
PAY00009118,ORD00008137,2023-05-07 10:20:59,wallet,paid,6735.73,USD
PAY00004484,ORD00004002,2023-05-07 11:50:53,credit_card,paid,4713.53,USD
PAY00006934,ORD00006172,2023-05-07 12:47:27,paypal,paid,461.52,USD
PAY00006605,ORD00005882,2023-05-07 15:43:44,debit_card,paid,2002.22,USD
PAY00009329,ORD00008321,2023-05-07 23:43:52,paypal,failed,2335.59,USD
PAY00003172,ORD00002841,2023-05-08 01:25:24,credit_card,paid,1282.75,USD
PAY00003745,ORD00003346,2023-05-08 04:01:24,credit_card,paid,500.54,USD
PAY00014522,ORD00012968,2023-05-08 04:11:16,paypal,pending,844.54,USD
PAY00014732,ORD00013154,2023-05-08 06:39:03,paypal,failed,3645.7,USD
PAY00014707,ORD00013133,2023-05-08 08:12:27,credit_card,paid,152.83,USD
PAY00014523,ORD00012968,2023-05-08 08:21:16,paypal,paid,844.54,USD
PAY00009701,ORD00008655,2023-05-08 10:14:29,paypal,paid,1807.35,USD
PAY00011733,ORD00010475,2023-05-08 12:18:59,credit_card,paid,612.99,USD
PAY00010006,ORD00008932,2023-05-08 13:46:06,credit_card,paid,2276.21,USD
PAY00008314,ORD00007411,2023-05-08 17:59:14,bank_transfer,paid,4619.34,USD
PAY00002624,ORD00002345,2023-05-08 18:31:32,credit_card,pending,2452.23,USD
PAY00015208,ORD00013584,2023-05-08 19:07:23,debit_card,paid,619.73,USD
PAY00014840,ORD00013253,2023-05-08 19:38:30,bank_transfer,paid,483.6,USD
PAY00015067,ORD00013460,2023-05-08 21:46:05,credit_card,paid,851.08,USD
PAY00002625,ORD00002345,2023-05-08 22:16:32,credit_card,paid,2452.23,USD
PAY00000337,ORD00000296,2023-05-08 22:16:38,credit_card,failed,5080.06,USD
PAY00015068,ORD00013460,2023-05-08 23:01:05,debit_card,paid,851.08,USD
PAY00003978,ORD00003551,2023-05-09 03:20:05,credit_card,paid,119.91,USD
PAY00001223,ORD00001093,2023-05-09 06:47:17,credit_card,paid,2336.81,USD
PAY00004156,ORD00003708,2023-05-09 07:14:09,wallet,paid,2016.8,USD
PAY00004952,ORD00004409,2023-05-09 09:44:23,credit_card,paid,466.9,USD
PAY00004671,ORD00004156,2023-05-09 10:00:49,credit_card,pending,2058.85,USD
PAY00007314,ORD00006515,2023-05-09 10:16:36,wallet,paid,322.69,USD
PAY00011760,ORD00010499,2023-05-09 12:13:02,bank_transfer,pending,740.45,USD
PAY00012919,ORD00011531,2023-05-09 12:14:06,credit_card,paid,2884.62,USD
PAY00005858,ORD00005216,2023-05-09 15:31:39,debit_card,pending,377.72,USD
PAY00010005,ORD00008931,2023-05-09 20:04:47,bank_transfer,paid,8261.18,USD
PAY00005658,ORD00005038,2023-05-09 22:10:54,credit_card,paid,8379.44,USD
PAY00008101,ORD00007219,2023-05-09 22:37:34,paypal,paid,2803.93,USD
PAY00011527,ORD00010289,2023-05-10 00:19:21,bank_transfer,paid,1651.09,USD
PAY00002236,ORD00002007,2023-05-10 03:12:35,credit_card,paid,4221.86,USD
PAY00008806,ORD00007856,2023-05-10 04:05:28,credit_card,paid,1193.2,USD
PAY00008212,ORD00007318,2023-05-10 04:25:42,credit_card,pending,73.16,USD
PAY00012917,ORD00011529,2023-05-10 06:42:54,credit_card,paid,814.2,USD
PAY00005091,ORD00004539,2023-05-10 07:41:29,credit_card,paid,2521.97,USD
PAY00004322,ORD00003856,2023-05-10 10:08:44,paypal,paid,2831.34,USD
PAY00000887,ORD00000791,2023-05-10 10:10:47,debit_card,pending,1201.8,USD
PAY00003179,ORD00002848,2023-05-10 10:49:50,credit_card,paid,3638.19,USD
PAY00010238,ORD00009128,2023-05-10 11:15:35,credit_card,paid,2615.83,USD
PAY00008847,ORD00007895,2023-05-10 11:49:38,credit_card,paid,1995.94,USD
PAY00014275,ORD00012741,2023-05-10 12:27:56,credit_card,paid,2474.37,USD
PAY00012899,ORD00011512,2023-05-10 13:27:28,paypal,paid,2028.77,USD
PAY00007705,ORD00006864,2023-05-10 14:01:47,credit_card,paid,748.1,USD
PAY00005431,ORD00004843,2023-05-10 17:00:11,credit_card,paid,1864.24,USD
PAY00010653,ORD00009499,2023-05-10 20:47:11,credit_card,paid,1859.82,USD
PAY00005157,ORD00004597,2023-05-10 20:56:04,paypal,paid,1796.62,USD
PAY00008848,ORD00007895,2023-05-10 21:06:38,credit_card,paid,1995.94,USD
PAY00005485,ORD00004888,2023-05-10 22:01:32,credit_card,pending,16.38,USD
PAY00010683,ORD00009525,2023-05-10 22:30:38,paypal,paid,1154.68,USD
PAY00008609,ORD00007678,2023-05-10 23:07:59,credit_card,paid,2163.8,USD
PAY00006902,ORD00006144,2023-05-10 23:29:18,credit_card,paid,5327.6,USD
PAY00005250,ORD00004680,2023-05-10 23:43:40,paypal,pending,1084.3,USD
PAY00006903,ORD00006144,2023-05-11 00:11:18,paypal,paid,5327.6,USD
PAY00012063,ORD00010771,2023-05-11 00:32:37,wallet,paid,3186.77,USD
PAY00015758,ORD00014068,2023-05-11 05:05:19,credit_card,paid,244.0,USD
PAY00000619,ORD00000544,2023-05-11 07:02:45,credit_card,paid,1415.62,USD
PAY00010880,ORD00009699,2023-05-11 08:05:28,credit_card,pending,1482.91,USD
PAY00002846,ORD00002544,2023-05-11 10:28:12,credit_card,paid,1358.98,USD
PAY00007129,ORD00006345,2023-05-11 11:41:48,credit_card,paid,1414.33,USD
PAY00002847,ORD00002544,2023-05-11 12:56:12,debit_card,paid,1358.98,USD
PAY00012110,ORD00010813,2023-05-11 13:34:33,debit_card,pending,1326.16,USD
PAY00003962,ORD00003536,2023-05-11 15:11:47,credit_card,paid,2130.06,USD
PAY00011282,ORD00010062,2023-05-12 02:35:21,credit_card,paid,1358.6,USD
PAY00016148,ORD00014418,2023-05-12 03:58:30,credit_card,paid,4420.84,USD
PAY00001904,ORD00001705,2023-05-12 04:57:52,debit_card,paid,288.27,USD
PAY00007971,ORD00007097,2023-05-12 05:16:44,paypal,pending,1778.08,USD
PAY00002954,ORD00002643,2023-05-12 05:23:15,credit_card,failed,1477.99,USD
PAY00011929,ORD00010651,2023-05-12 05:30:52,debit_card,paid,563.39,USD
PAY00006426,ORD00005724,2023-05-12 06:43:18,bank_transfer,paid,2485.35,USD
PAY00004830,ORD00004304,2023-05-12 10:48:42,credit_card,paid,1376.71,USD
PAY00003555,ORD00003179,2023-05-12 12:02:14,credit_card,pending,952.1,USD
PAY00005201,ORD00004637,2023-05-12 19:14:01,debit_card,paid,1825.55,USD
PAY00012446,ORD00011111,2023-05-12 21:13:47,credit_card,paid,545.26,USD
PAY00010601,ORD00009454,2023-05-12 21:23:28,credit_card,pending,653.42,USD
PAY00006854,ORD00006103,2023-05-12 23:08:17,credit_card,paid,525.19,USD
PAY00014665,ORD00013096,2023-05-13 01:08:50,credit_card,paid,885.51,USD
PAY00014947,ORD00013352,2023-05-13 02:55:02,credit_card,paid,11747.13,USD
PAY00012593,ORD00011247,2023-05-13 03:49:57,credit_card,paid,428.19,USD
PAY00001227,ORD00001097,2023-05-13 04:22:28,paypal,paid,1031.21,USD
PAY00000402,ORD00000354,2023-05-13 07:36:33,credit_card,paid,3854.61,USD
PAY00000403,ORD00000354,2023-05-13 08:11:33,paypal,failed,3854.61,USD
PAY00015223,ORD00013599,2023-05-13 09:36:19,bank_transfer,pending,1098.99,USD
PAY00015307,ORD00013673,2023-05-13 11:04:50,paypal,paid,381.28,USD
PAY00001456,ORD00001309,2023-05-13 12:35:30,credit_card,paid,918.34,USD
PAY00011866,ORD00010594,2023-05-13 15:50:29,paypal,paid,432.77,USD
PAY00006086,ORD00005418,2023-05-13 23:43:19,debit_card,failed,760.86,USD
PAY00003003,ORD00002686,2023-05-14 05:08:10,credit_card,paid,3145.48,USD
PAY00000568,ORD00000497,2023-05-14 05:28:09,debit_card,paid,725.41,USD
PAY00004429,ORD00003953,2023-05-14 06:12:27,debit_card,failed,2844.21,USD
PAY00015131,ORD00013518,2023-05-14 08:02:31,bank_transfer,failed,526.31,USD
PAY00001262,ORD00001127,2023-05-14 08:51:39,credit_card,paid,730.64,USD
PAY00005453,ORD00004862,2023-05-14 09:29:47,credit_card,paid,329.19,USD
PAY00004016,ORD00003587,2023-05-14 11:35:02,credit_card,paid,614.88,USD
PAY00014816,ORD00013229,2023-05-14 13:40:54,credit_card,paid,2525.49,USD
PAY00014013,ORD00012509,2023-05-14 14:47:52,debit_card,paid,325.95,USD
PAY00005454,ORD00004862,2023-05-14 16:39:47,debit_card,failed,329.19,USD
PAY00006058,ORD00005394,2023-05-14 16:59:29,credit_card,paid,1723.12,USD
PAY00009247,ORD00008254,2023-05-14 18:02:51,paypal,paid,647.85,USD
PAY00003226,ORD00002886,2023-05-14 18:49:00,debit_card,paid,2388.69,USD
PAY00002441,ORD00002187,2023-05-14 19:59:10,credit_card,paid,10580.66,USD
PAY00016761,ORD00014966,2023-05-14 21:09:52,credit_card,paid,463.73,USD
PAY00011287,ORD00010067,2023-05-14 21:30:48,credit_card,failed,1217.01,USD
PAY00003288,ORD00002943,2023-05-15 00:20:00,credit_card,paid,487.34,USD
PAY00009486,ORD00008462,2023-05-15 04:40:15,credit_card,paid,521.24,USD
PAY00010245,ORD00009135,2023-05-15 08:25:39,credit_card,paid,606.49,USD
PAY00013608,ORD00012149,2023-05-15 08:41:54,debit_card,paid,3584.73,USD
PAY00008601,ORD00007670,2023-05-15 11:21:04,debit_card,paid,390.9,USD
PAY00012632,ORD00011279,2023-05-15 11:34:36,credit_card,paid,11060.87,USD
PAY00016230,ORD00014488,2023-05-15 12:16:39,bank_transfer,paid,147.42,USD
PAY00016158,ORD00014426,2023-05-15 22:20:36,paypal,failed,192.05,USD
PAY00013467,ORD00012020,2023-05-15 23:24:04,credit_card,paid,1221.33,USD
PAY00009408,ORD00008389,2023-05-15 23:29:20,debit_card,paid,2307.24,USD
PAY00015400,ORD00013760,2023-05-15 23:49:43,credit_card,paid,3975.9,USD
PAY00016159,ORD00014426,2023-05-16 01:40:36,credit_card,failed,192.05,USD
PAY00004822,ORD00004296,2023-05-16 02:31:35,credit_card,paid,6218.37,USD
PAY00015872,ORD00014172,2023-05-16 04:47:33,credit_card,paid,585.91,USD
PAY00012684,ORD00011323,2023-05-16 04:55:50,bank_transfer,paid,570.26,USD
PAY00011605,ORD00010358,2023-05-16 07:35:15,credit_card,paid,353.33,USD
PAY00004501,ORD00004015,2023-05-16 07:54:47,paypal,paid,7614.23,USD
PAY00001647,ORD00001478,2023-05-16 09:02:28,credit_card,failed,730.8,USD
PAY00011482,ORD00010246,2023-05-16 09:13:14,debit_card,paid,3076.02,USD
PAY00016432,ORD00014669,2023-05-16 10:02:00,wallet,paid,1403.03,USD
PAY00013507,ORD00012056,2023-05-16 10:10:25,credit_card,paid,6517.73,USD
PAY00015285,ORD00013652,2023-05-16 11:13:33,credit_card,paid,1044.01,USD
PAY00005401,ORD00004819,2023-05-16 11:56:48,wallet,pending,307.98,USD
PAY00005017,ORD00004469,2023-05-16 13:25:49,credit_card,paid,137.18,USD
PAY00015873,ORD00014172,2023-05-16 13:42:33,paypal,paid,585.91,USD
PAY00005255,ORD00004685,2023-05-16 15:16:26,credit_card,paid,1700.67,USD
PAY00002414,ORD00002163,2023-05-16 20:07:53,credit_card,paid,942.49,USD
PAY00008862,ORD00007908,2023-05-16 20:18:34,credit_card,paid,2065.93,USD
PAY00010023,ORD00008946,2023-05-17 00:43:21,bank_transfer,pending,11824.13,USD
PAY00013353,ORD00011918,2023-05-17 01:27:59,debit_card,pending,1930.38,USD
PAY00014633,ORD00013070,2023-05-17 03:28:51,paypal,paid,4198.44,USD
PAY00001506,ORD00001353,2023-05-17 05:58:35,debit_card,paid,1722.33,USD
PAY00007878,ORD00007016,2023-05-17 08:54:15,credit_card,paid,490.27,USD
PAY00004708,ORD00004192,2023-05-17 11:45:05,debit_card,paid,37.0,USD
PAY00015412,ORD00013771,2023-05-17 16:35:36,debit_card,pending,2354.59,USD
PAY00007832,ORD00006975,2023-05-17 17:43:12,credit_card,paid,309.81,USD
PAY00000118,ORD00000102,2023-05-17 18:19:05,debit_card,paid,838.85,USD
PAY00001302,ORD00001166,2023-05-17 19:34:54,credit_card,paid,830.95,USD
PAY00002138,ORD00001917,2023-05-17 20:36:04,bank_transfer,pending,495.07,USD
PAY00000667,ORD00000588,2023-05-18 00:43:23,debit_card,pending,3404.23,USD
PAY00000119,ORD00000102,2023-05-18 00:50:05,paypal,paid,838.85,USD
PAY00011462,ORD00010227,2023-05-18 01:31:17,debit_card,paid,763.8,USD
PAY00009287,ORD00008287,2023-05-18 10:42:14,credit_card,paid,795.11,USD
PAY00012129,ORD00010830,2023-05-18 11:25:10,credit_card,paid,2225.6,USD
PAY00015126,ORD00013513,2023-05-18 14:51:25,credit_card,paid,1626.91,USD
PAY00003532,ORD00003157,2023-05-18 15:08:00,paypal,paid,1156.73,USD
PAY00008193,ORD00007302,2023-05-18 16:45:20,wallet,paid,490.33,USD
PAY00010563,ORD00009418,2023-05-18 20:03:19,paypal,failed,2167.51,USD
PAY00006752,ORD00006010,2023-05-18 20:25:43,paypal,paid,886.7,USD
PAY00008272,ORD00007372,2023-05-19 01:37:36,paypal,paid,2737.01,USD
PAY00004396,ORD00003923,2023-05-19 03:06:31,credit_card,paid,2537.97,USD
PAY00000023,ORD00000019,2023-05-19 06:40:58,credit_card,pending,3738.49,USD
PAY00002964,ORD00002653,2023-05-19 08:00:12,credit_card,paid,898.72,USD
PAY00013710,ORD00012242,2023-05-19 08:23:46,wallet,paid,728.15,USD
PAY00002972,ORD00002660,2023-05-19 08:55:40,credit_card,pending,829.92,USD
PAY00012055,ORD00010763,2023-05-19 09:00:40,credit_card,paid,1273.73,USD
PAY00008412,ORD00007502,2023-05-19 11:51:08,debit_card,pending,1268.04,USD
PAY00002122,ORD00001902,2023-05-19 14:05:34,credit_card,failed,1325.74,USD
PAY00008522,ORD00007599,2023-05-19 14:29:03,credit_card,paid,1989.45,USD
PAY00006005,ORD00005350,2023-05-19 18:36:31,credit_card,failed,378.44,USD
PAY00003523,ORD00003148,2023-05-19 20:29:13,debit_card,paid,3157.44,USD
PAY00015472,ORD00013823,2023-05-20 00:06:48,debit_card,pending,1635.82,USD
PAY00004510,ORD00004024,2023-05-20 00:07:35,credit_card,failed,534.02,USD
PAY00009127,ORD00008145,2023-05-20 00:13:19,paypal,paid,4163.56,USD
PAY00015028,ORD00013426,2023-05-20 02:08:43,credit_card,paid,894.15,USD
PAY00001029,ORD00000919,2023-05-20 02:38:09,debit_card,paid,3405.91,USD
PAY00012540,ORD00011196,2023-05-20 03:43:25,credit_card,pending,180.04,USD
PAY00006006,ORD00005350,2023-05-20 03:50:31,credit_card,pending,378.44,USD
PAY00000920,ORD00000820,2023-05-20 04:16:57,credit_card,paid,813.38,USD
PAY00015320,ORD00013684,2023-05-20 04:50:36,credit_card,pending,1632.87,USD
PAY00004662,ORD00004149,2023-05-20 05:40:44,bank_transfer,pending,583.1,USD
PAY00003032,ORD00002714,2023-05-20 07:19:08,credit_card,paid,630.31,USD
PAY00013207,ORD00011789,2023-05-20 07:23:26,credit_card,failed,408.1,USD
PAY00003571,ORD00003194,2023-05-20 07:47:42,paypal,pending,563.38,USD
PAY00013531,ORD00012078,2023-05-20 07:58:32,paypal,paid,470.83,USD
PAY00004663,ORD00004149,2023-05-20 08:23:44,bank_transfer,paid,583.1,USD
PAY00009128,ORD00008145,2023-05-20 12:03:19,paypal,failed,4163.56,USD
PAY00013638,ORD00012176,2023-05-20 12:26:15,debit_card,paid,5827.83,USD
PAY00011594,ORD00010348,2023-05-20 14:03:14,credit_card,paid,664.68,USD
PAY00008753,ORD00007809,2023-05-20 17:31:58,credit_card,paid,1477.0,USD
PAY00011916,ORD00010639,2023-05-20 20:37:23,debit_card,paid,586.96,USD
PAY00016564,ORD00014788,2023-05-20 22:12:00,debit_card,paid,1131.73,USD
PAY00012774,ORD00011400,2023-05-21 00:21:43,credit_card,pending,475.2,USD
PAY00000028,ORD00000023,2023-05-21 00:44:31,debit_card,pending,8596.11,USD
PAY00011917,ORD00010639,2023-05-21 01:09:23,credit_card,paid,586.96,USD
PAY00004825,ORD00004299,2023-05-21 02:11:05,paypal,paid,6704.88,USD
PAY00012775,ORD00011400,2023-05-21 02:20:43,paypal,failed,475.2,USD
PAY00000701,ORD00000618,2023-05-21 03:34:36,debit_card,paid,1717.11,USD
PAY00007261,ORD00006465,2023-05-21 03:45:55,debit_card,paid,1590.44,USD
PAY00011621,ORD00010371,2023-05-21 04:59:10,paypal,paid,537.55,USD
PAY00002863,ORD00002560,2023-05-21 05:02:07,credit_card,failed,5940.15,USD
PAY00003137,ORD00002809,2023-05-21 05:18:58,debit_card,failed,2408.14,USD
PAY00012706,ORD00011342,2023-05-21 06:10:34,credit_card,failed,785.6,USD
PAY00012270,ORD00010953,2023-05-21 07:11:26,credit_card,paid,1359.46,USD
PAY00002906,ORD00002599,2023-05-21 07:42:33,credit_card,paid,1741.33,USD
PAY00002853,ORD00002550,2023-05-21 08:27:45,credit_card,paid,2033.74,USD
PAY00012633,ORD00011280,2023-05-21 09:01:20,credit_card,paid,1191.52,USD
PAY00007249,ORD00006454,2023-05-21 11:13:21,credit_card,paid,118.64,USD
PAY00001435,ORD00001288,2023-05-21 13:43:39,credit_card,pending,219.44,USD
PAY00016418,ORD00014656,2023-05-21 13:51:11,wallet,failed,342.58,USD
PAY00004527,ORD00004036,2023-05-21 14:00:46,paypal,paid,506.15,USD
PAY00001764,ORD00001582,2023-05-21 15:58:54,debit_card,failed,2853.23,USD
PAY00007147,ORD00006360,2023-05-21 17:04:08,credit_card,paid,1133.16,USD
PAY00002243,ORD00002013,2023-05-21 22:59:28,debit_card,pending,725.64,USD
PAY00008424,ORD00007514,2023-05-22 00:01:37,bank_transfer,paid,915.36,USD
PAY00015630,ORD00013957,2023-05-22 00:10:31,credit_card,paid,2324.43,USD
PAY00002244,ORD00002013,2023-05-22 01:27:28,paypal,failed,725.64,USD
PAY00007954,ORD00007084,2023-05-22 02:03:58,credit_card,paid,5624.51,USD
PAY00013087,ORD00011683,2023-05-22 03:35:27,bank_transfer,pending,1044.89,USD
PAY00000129,ORD00000111,2023-05-22 07:22:53,paypal,paid,4163.41,USD
PAY00015103,ORD00013493,2023-05-22 07:50:54,credit_card,paid,845.3,USD
PAY00015631,ORD00013957,2023-05-22 08:24:31,bank_transfer,failed,2324.43,USD
PAY00009576,ORD00008543,2023-05-22 09:07:01,credit_card,paid,233.02,USD
PAY00003566,ORD00003189,2023-05-22 10:07:40,debit_card,paid,910.79,USD
PAY00010630,ORD00009480,2023-05-22 10:43:54,credit_card,paid,2478.1,USD
PAY00004103,ORD00003663,2023-05-22 13:10:14,paypal,paid,3213.69,USD
PAY00000663,ORD00000585,2023-05-22 13:34:42,credit_card,paid,1043.41,USD
PAY00001453,ORD00001306,2023-05-22 17:02:21,debit_card,paid,2403.41,USD
PAY00015104,ORD00013493,2023-05-22 18:13:54,paypal,failed,845.3,USD
PAY00007019,ORD00006249,2023-05-22 21:57:14,credit_card,pending,1450.8,USD
PAY00016276,ORD00014528,2023-05-22 23:12:47,paypal,paid,1401.18,USD
PAY00001031,ORD00000921,2023-05-23 00:33:48,bank_transfer,pending,5375.35,USD
PAY00004193,ORD00003742,2023-05-23 00:39:59,debit_card,paid,1859.6,USD
PAY00014535,ORD00012979,2023-05-23 02:26:34,credit_card,failed,317.44,USD
PAY00008881,ORD00007924,2023-05-23 06:38:15,wallet,paid,2491.43,USD
PAY00015261,ORD00013631,2023-05-23 10:01:33,credit_card,failed,2712.26,USD
PAY00008882,ORD00007924,2023-05-23 11:15:15,wallet,paid,2491.43,USD
PAY00011340,ORD00010116,2023-05-23 11:51:43,credit_card,paid,4531.96,USD
PAY00013676,ORD00012211,2023-05-23 12:05:23,credit_card,paid,154.78,USD
PAY00004294,ORD00003832,2023-05-23 13:34:17,paypal,paid,681.86,USD
PAY00008880,ORD00007923,2023-05-23 13:56:06,credit_card,paid,5707.34,USD
PAY00009114,ORD00008134,2023-05-23 18:37:00,paypal,pending,2523.78,USD
PAY00005313,ORD00004739,2023-05-23 19:56:31,paypal,paid,2498.37,USD
PAY00012714,ORD00011350,2023-05-23 20:42:25,credit_card,paid,529.09,USD
PAY00005711,ORD00005084,2023-05-23 21:26:03,credit_card,paid,547.62,USD
PAY00000304,ORD00000269,2023-05-23 22:26:43,debit_card,paid,298.34,USD
PAY00002775,ORD00002482,2023-05-23 23:18:11,paypal,pending,2913.31,USD
PAY00013677,ORD00012211,2023-05-23 23:44:23,paypal,paid,154.78,USD
PAY00012626,ORD00011275,2023-05-24 00:43:06,credit_card,paid,2989.84,USD
PAY00010239,ORD00009129,2023-05-24 01:57:51,credit_card,paid,421.59,USD
PAY00009410,ORD00008391,2023-05-24 02:20:46,credit_card,paid,6266.23,USD
PAY00011173,ORD00009961,2023-05-24 02:26:01,wallet,paid,304.74,USD
PAY00007871,ORD00007011,2023-05-24 04:54:33,credit_card,pending,2357.78,USD
